date,origin,destination,airline,base_fare,taxes,total_fare,fare_class,availability,source
2026-08-21,BOM,DEL,SpiceJet,3997,719,4716,Economy Saver,30,Airline Portal
2026-08-21,BLR,HYD,IndiGo,3675,662,4337,Economy,53,OTA
2026-08-21,BLR,HYD,Air India,3865,696,4561,Economy Saver,49,OTA
2026-08-21,BLR,HYD,Akasa Air,3100,558,3658,Economy,45,Airline Portal
2026-08-21,BLR,HYD,SpiceJet,3122,562,3684,Economy Saver,12,OTA
2026-08-21,DEL,MAA,IndiGo,5307,955,6262,Economy,25,Airline Portal
2026-08-21,DEL,MAA,Air India,5299,954,6253,Economy Saver,73,Airline Portal
2026-08-21,DEL,MAA,Akasa Air,5306,955,6261,Economy,78,OTA
2026-08-21,DEL,MAA,SpiceJet,4850,873,5723,Economy,27,Airline Portal
2026-08-22,DEL,BOM,IndiGo,4893,881,5774,Economy Saver,80,Airline Portal
2026-08-22,DEL,BOM,Air India,5102,918,6020,Economy,77,Airline Portal
2026-08-22,DEL,BOM,Akasa Air,4829,869,5698,Economy Saver,74,OTA
2026-08-22,DEL,BOM,SpiceJet,3920,706,4626,Economy,12,Airline Portal
2026-08-22,DEL,BLR,IndiGo,4996,899,5895,Economy Saver,5,OTA
2026-08-22,DEL,BLR,Air India,5687,1024,6711,Economy,48,Airline Portal
2026-08-22,DEL,BLR,Akasa Air,5368,966,6334,Economy Saver,12,Airline Portal
2026-08-22,DEL,BLR,SpiceJet,4708,847,5555,Economy,19,OTA
2026-08-22,DEL,HYD,IndiGo,4365,786,5151,Economy Saver,80,Airline Portal
2026-08-22,DEL,HYD,Air India,4339,781,5120,Economy,25,OTA
2026-08-22,DEL,HYD,Akasa Air,4403,793,5196,Economy Saver,45,Airline Portal
2026-08-22,DEL,HYD,SpiceJet,3985,717,4702,Economy Saver,33,Airline Portal
2026-08-22,DEL,CCU,IndiGo,4944,890,5834,Economy Saver,21,Airline Portal
2026-08-22,DEL,CCU,Air India,5638,1015,6653,Economy Saver,77,Airline Portal
2026-08-22,DEL,CCU,Akasa Air,4439,799,5238,Economy,77,Airline Portal
2026-08-22,DEL,CCU,SpiceJet,4525,814,5339,Economy Saver,14,Airline Portal
2026-08-22,BOM,BLR,IndiGo,3515,633,4148,Economy,16,OTA
2026-08-22,BOM,BLR,Air India,3832,690,4522,Economy,36,Airline Portal
2026-08-22,BOM,BLR,Akasa Air,3612,650,4262,Economy,5,Airline Portal
2026-08-22,BOM,BLR,SpiceJet,3458,622,4080,Economy Saver,26,OTA
2026-08-22,BOM,DEL,IndiGo,4622,832,5454,Economy Saver,74,OTA
2026-08-22,BOM,DEL,Air India,4826,869,5695,Economy,25,OTA
2026-08-22,BOM,DEL,Akasa Air,4463,803,5266,Economy,42,Airline Portal
2026-08-22,BOM,DEL,SpiceJet,4457,802,5259,Economy,14,OTA
2026-08-22,BLR,HYD,IndiGo,3251,585,3836,Economy,14,Airline Portal
2026-08-22,BLR,HYD,Air India,3733,672,4405,Economy Saver,8,OTA
2026-08-22,BLR,HYD,Akasa Air,3400,612,4012,Economy Saver,25,Airline Portal
2026-08-22,BLR,HYD,SpiceJet,2866,516,3382,Economy,57,OTA
2026-08-22,DEL,MAA,IndiGo,5169,930,6099,Economy,17,Airline Portal
2026-08-22,DEL,MAA,Air India,5567,1002,6569,Economy Saver,24,Airline Portal
2026-08-22,DEL,MAA,Akasa Air,4873,877,5750,Economy,42,OTA
2026-08-22,DEL,MAA,SpiceJet,4386,789,5175,Economy,26,OTA
2026-08-23,DEL,BOM,IndiGo,4969,894,5863,Economy,44,OTA
2026-08-23,DEL,BOM,Air India,5283,951,6234,Economy Saver,16,OTA
2026-08-23,DEL,BOM,Akasa Air,4563,821,5384,Economy Saver,52,Airline Portal
2026-08-23,DEL,BOM,SpiceJet,4194,755,4949,Economy Saver,64,OTA
2026-08-23,DEL,BLR,IndiGo,4951,891,5842,Economy,24,Airline Portal
2026-08-23,DEL,BLR,Air India,5312,956,6268,Economy Saver,80,Airline Portal
2026-08-23,DEL,BLR,Akasa Air,5215,939,6154,Economy Saver,71,OTA
2026-08-23,DEL,BLR,SpiceJet,5134,924,6058,Economy Saver,78,Airline Portal
2026-08-23,DEL,HYD,IndiGo,3992,719,4711,Economy Saver,9,Airline Portal
2026-08-23,DEL,HYD,Air India,4464,804,5268,Economy Saver,27,Airline Portal
2026-08-23,DEL,HYD,Akasa Air,4459,803,5262,Economy,21,Airline Portal
2026-08-23,DEL,HYD,SpiceJet,3938,709,4647,Economy Saver,30,Airline Portal
2026-08-23,DEL,CCU,IndiGo,4981,897,5878,Economy Saver,13,Airline Portal
2026-08-23,DEL,CCU,Air India,5195,935,6130,Economy Saver,40,OTA
2026-08-23,DEL,CCU,Akasa Air,4695,845,5540,Economy Saver,19,OTA
2026-08-23,DEL,CCU,SpiceJet,4385,789,5174,Economy,18,Airline Portal
2026-08-23,BOM,BLR,IndiGo,4066,732,4798,Economy Saver,57,OTA
2026-08-23,BOM,BLR,Air India,3941,709,4650,Economy Saver,9,Airline Portal
2026-08-23,BOM,BLR,Akasa Air,3271,589,3860,Economy Saver,9,OTA
2026-08-23,BOM,BLR,SpiceJet,3534,636,4170,Economy,11,OTA
2026-08-23,BOM,DEL,IndiGo,5155,928,6083,Economy Saver,7,OTA
2026-08-23,BOM,DEL,Air India,5186,933,6119,Economy Saver,40,OTA
2026-08-23,BOM,DEL,Akasa Air,4816,867,5683,Economy,34,Airline Portal
2026-08-23,BOM,DEL,SpiceJet,4367,786,5153,Economy Saver,46,OTA
2026-08-23,BLR,HYD,IndiGo,3700,666,4366,Economy,29,OTA
2026-08-23,BLR,HYD,Air India,3796,683,4479,Economy Saver,67,OTA
2026-08-23,BLR,HYD,Akasa Air,3557,640,4197,Economy,13,OTA
2026-08-23,BLR,HYD,SpiceJet,3296,593,3889,Economy,72,Airline Portal
2026-08-23,DEL,MAA,IndiGo,5234,942,6176,Economy,12,Airline Portal
2026-08-23,DEL,MAA,Air India,5130,923,6053,Economy Saver,30,OTA
2026-08-23,DEL,MAA,Akasa Air,4924,886,5810,Economy Saver,20,Airline Portal
2026-08-23,DEL,MAA,SpiceJet,4667,840,5507,Economy Saver,27,OTA
2026-08-24,DEL,BOM,IndiGo,4726,851,5577,Economy Saver,25,OTA
2026-08-24,DEL,BOM,Air India,5384,969,6353,Economy,41,Airline Portal
2026-08-24,DEL,BOM,Akasa Air,4328,779,5107,Economy,33,Airline Portal
2026-08-24,DEL,BOM,SpiceJet,4349,783,5132,Economy Saver,70,Airline Portal
2026-08-24,DEL,BLR,IndiGo,5702,1026,6728,Economy,65,Airline Portal
2026-08-24,DEL,BLR,Air India,5816,1047,6863,Economy,33,OTA
2026-08-24,DEL,BLR,Akasa Air,5329,959,6288,Economy Saver,40,OTA
2026-08-24,DEL,BLR,SpiceJet,5223,940,6163,Economy Saver,63,OTA
2026-08-24,DEL,HYD,IndiGo,3989,718,4707,Economy Saver,79,Airline Portal
2026-08-24,DEL,HYD,Air India,4370,787,5157,Economy Saver,76,OTA
2026-08-24,DEL,HYD,Akasa Air,3771,679,4450,Economy Saver,13,OTA
2026-08-24,DEL,HYD,SpiceJet,4243,764,5007,Economy Saver,40,OTA
2026-08-24,DEL,CCU,IndiGo,5274,949,6223,Economy Saver,29,Airline Portal
2026-08-24,DEL,CCU,Air India,5227,941,6168,Economy,56,OTA
2026-08-24,DEL,CCU,Akasa Air,4968,894,5862,Economy,68,OTA
2026-08-24,DEL,CCU,SpiceJet,4388,790,5178,Economy Saver,54,Airline Portal
2026-08-24,BOM,BLR,IndiGo,3837,691,4528,Economy,48,Airline Portal
2026-08-24,BOM,BLR,Air India,4239,763,5002,Economy Saver,50,OTA
2026-08-24,BOM,BLR,Akasa Air,3968,714,4682,Economy,42,Airline Portal
2026-08-24,BOM,BLR,SpiceJet,3561,641,4202,Economy Saver,76,Airline Portal
2026-08-24,BOM,DEL,IndiGo,5214,939,6153,Economy Saver,16,Airline Portal
2026-08-24,BOM,DEL,Air India,5168,930,6098,Economy Saver,58,OTA
2026-08-24,BOM,DEL,Akasa Air,4536,816,5352,Economy Saver,64,Airline Portal
2026-08-24,BOM,DEL,SpiceJet,4545,818,5363,Economy,65,Airline Portal
2026-08-24,BLR,HYD,IndiGo,3742,674,4416,Economy Saver,72,OTA
2026-08-24,BLR,HYD,Air India,3972,715,4687,Economy,22,Airline Portal
2026-08-24,BLR,HYD,Akasa Air,3360,605,3965,Economy Saver,23,OTA
2026-08-24,BLR,HYD,SpiceJet,3297,593,3890,Economy,67,OTA
2026-08-24,DEL,MAA,IndiGo,5163,929,6092,Economy Saver,12,Airline Portal
2026-08-24,DEL,MAA,Air India,5495,989,6484,Economy,78,Airline Portal
2026-08-24,DEL,MAA,Akasa Air,5172,931,6103,Economy,21,OTA
2026-08-24,DEL,MAA,SpiceJet,4854,874,5728,Economy Saver,66,OTA
2026-08-25,DEL,BOM,IndiGo,4506,811,5317,Economy,52,Airline Portal
2026-08-25,DEL,BOM,Air India,5553,1000,6553,Economy,7,Airline Portal
2026-08-25,DEL,BOM,Akasa Air,4539,817,5356,Economy,49,OTA
2026-08-25,DEL,BOM,SpiceJet,4139,745,4884,Economy Saver,26,Airline Portal
2026-08-25,DEL,BLR,IndiGo,5376,968,6344,Economy Saver,63,OTA
2026-08-25,DEL,BLR,Air India,5760,1037,6797,Economy,48,OTA
2026-08-25,DEL,BLR,Akasa Air,4834,870,5704,Economy,56,Airline Portal
2026-08-25,DEL,BLR,SpiceJet,4830,869,5699,Economy,32,Airline Portal
2026-08-25,DEL,HYD,IndiGo,4170,751,4921,Economy,51,Airline Portal
2026-08-25,DEL,HYD,Air India,4619,831,5450,Economy Saver,73,Airline Portal
2026-08-25,DEL,HYD,Akasa Air,3937,709,4646,Economy,7,Airline Portal
2026-08-25,DEL,HYD,SpiceJet,4005,721,4726,Economy Saver,53,Airline Portal
2026-08-25,DEL,CCU,IndiGo,5000,900,5900,Economy,31,Airline Portal
2026-08-25,DEL,CCU,Air India,5338,961,6299,Economy,71,OTA
2026-08-25,DEL,CCU,Akasa Air,4960,893,5853,Economy,58,Airline Portal
2026-08-25,DEL,CCU,SpiceJet,4654,838,5492,Economy,41,Airline Portal
2026-08-25,BOM,BLR,IndiGo,3955,712,4667,Economy,30,OTA
2026-08-25,BOM,BLR,Air India,4545,818,5363,Economy,50,OTA
2026-08-25,BOM,BLR,Akasa Air,3281,591,3872,Economy Saver,31,OTA
2026-08-25,BOM,BLR,SpiceJet,3135,564,3699,Economy,16,Airline Portal
2026-08-25,BOM,DEL,IndiGo,5073,913,5986,Economy Saver,24,Airline Portal
2026-08-25,BOM,DEL,Air India,5132,924,6056,Economy,37,Airline Portal
2026-08-25,BOM,DEL,Akasa Air,4814,867,5681,Economy Saver,38,OTA
2026-08-25,BOM,DEL,SpiceJet,4315,777,5092,Economy,10,OTA
2026-08-25,BLR,HYD,IndiGo,3592,647,4239,Economy Saver,59,Airline Portal
2026-08-25,BLR,HYD,Air India,3742,674,4416,Economy,6,Airline Portal
2026-08-25,BLR,HYD,Akasa Air,3368,606,3974,Economy Saver,50,OTA
2026-08-25,BLR,HYD,SpiceJet,3432,618,4050,Economy,52,OTA
2026-08-25,DEL,MAA,IndiGo,5045,908,5953,Economy Saver,63,OTA
2026-08-25,DEL,MAA,Air India,6023,1084,7107,Economy Saver,58,Airline Portal
2026-08-25,DEL,MAA,Akasa Air,4952,891,5843,Economy,25,Airline Portal
2026-08-25,DEL,MAA,SpiceJet,4863,875,5738,Economy Saver,77,OTA
2026-08-26,DEL,BOM,IndiGo,4557,820,5377,Economy Saver,8,Airline Portal
2026-08-26,DEL,BOM,Air India,5185,933,6118,Economy,57,OTA
2026-08-26,DEL,BOM,Akasa Air,4231,762,4993,Economy Saver,6,Airline Portal
2026-08-26,DEL,BOM,SpiceJet,4794,863,5657,Economy Saver,71,Airline Portal
2026-08-26,DEL,BLR,IndiGo,5393,971,6364,Economy,66,OTA
2026-08-26,DEL,BLR,Air India,5926,1067,6993,Economy Saver,24,Airline Portal
2026-08-26,DEL,BLR,Akasa Air,5035,906,5941,Economy,69,OTA
2026-08-26,DEL,BLR,SpiceJet,5285,951,6236,Economy,14,OTA
2026-08-26,DEL,HYD,IndiGo,4119,741,4860,Economy Saver,11,Airline Portal
2026-08-26,DEL,HYD,Air India,4635,834,5469,Economy Saver,35,Airline Portal
2026-08-26,DEL,HYD,Akasa Air,4275,770,5045,Economy Saver,16,OTA
2026-08-26,DEL,HYD,SpiceJet,3747,674,4421,Economy Saver,7,Airline Portal
2026-08-26,DEL,CCU,IndiGo,4720,850,5570,Economy,16,OTA
2026-08-26,DEL,CCU,Air India,5714,1029,6743,Economy,63,OTA
2026-08-26,DEL,CCU,Akasa Air,4507,811,5318,Economy,63,OTA
2026-08-26,DEL,CCU,SpiceJet,4713,848,5561,Economy Saver,51,OTA
2026-08-26,BOM,BLR,IndiGo,3709,668,4377,Economy,5,OTA
2026-08-26,BOM,BLR,Air India,4094,737,4831,Economy Saver,75,OTA
2026-08-26,BOM,BLR,Akasa Air,3554,640,4194,Economy,68,Airline Portal
2026-08-26,BOM,BLR,SpiceJet,3823,688,4511,Economy Saver,18,OTA
2026-08-26,BOM,DEL,IndiGo,4728,851,5579,Economy,55,Airline Portal
2026-08-26,BOM,DEL,Air India,5319,957,6276,Economy,48,Airline Portal
2026-08-26,BOM,DEL,Akasa Air,4547,818,5365,Economy,62,OTA
2026-08-26,BOM,DEL,SpiceJet,4758,856,5614,Economy,68,Airline Portal
2026-08-26,BLR,HYD,IndiGo,3405,613,4018,Economy Saver,79,OTA
2026-08-26,BLR,HYD,Air India,4337,781,5118,Economy,79,Airline Portal
2026-08-26,BLR,HYD,Akasa Air,3421,616,4037,Economy,54,OTA
2026-08-26,BLR,HYD,SpiceJet,3272,589,3861,Economy Saver,36,OTA
2026-08-26,DEL,MAA,IndiGo,5174,931,6105,Economy Saver,62,Airline Portal
2026-08-26,DEL,MAA,Air India,5551,999,6550,Economy Saver,75,OTA
2026-08-26,DEL,MAA,Akasa Air,5455,982,6437,Economy,30,Airline Portal
2026-08-26,DEL,MAA,SpiceJet,4857,874,5731,Economy Saver,21,Airline Portal
2026-08-27,DEL,BOM,IndiGo,4953,892,5845,Economy Saver,19,OTA
2026-08-27,DEL,BOM,Air India,5324,958,6282,Economy Saver,73,OTA
2026-08-27,DEL,BOM,Akasa Air,4853,874,5727,Economy,71,Airline Portal
2026-08-27,DEL,BOM,SpiceJet,3998,720,4718,Economy,12,Airline Portal
2026-08-27,DEL,BLR,IndiGo,5346,962,6308,Economy,41,OTA
2026-08-27,DEL,BLR,Air India,5305,955,6260,Economy Saver,31,Airline Portal
2026-08-27,DEL,BLR,Akasa Air,5024,904,5928,Economy,76,Airline Portal
2026-08-27,DEL,BLR,SpiceJet,5099,918,6017,Economy Saver,35,OTA
2026-08-27,DEL,HYD,IndiGo,4244,764,5008,Economy Saver,54,OTA
2026-08-27,DEL,HYD,Air India,5262,947,6209,Economy Saver,75,Airline Portal
2026-08-27,DEL,HYD,Akasa Air,3745,674,4419,Economy,61,Airline Portal
2026-08-27,DEL,HYD,SpiceJet,4353,784,5137,Economy Saver,80,Airline Portal
2026-08-27,DEL,CCU,IndiGo,5467,984,6451,Economy,42,OTA
2026-08-27,DEL,CCU,Air India,5321,958,6279,Economy,28,Airline Portal
2026-08-27,DEL,CCU,Akasa Air,4801,864,5665,Economy Saver,10,OTA
2026-08-27,DEL,CCU,SpiceJet,4394,791,5185,Economy,25,OTA
2026-08-27,BOM,BLR,IndiGo,3512,632,4144,Economy,10,Airline Portal
2026-08-27,BOM,BLR,Air India,4508,811,5319,Economy,43,OTA
2026-08-27,BOM,BLR,Akasa Air,3903,703,4606,Economy Saver,14,OTA
2026-08-27,BOM,BLR,SpiceJet,3792,683,4475,Economy,71,Airline Portal
2026-08-27,BOM,DEL,IndiGo,4862,875,5737,Economy Saver,74,OTA
2026-08-27,BOM,DEL,Air India,4809,866,5675,Economy,47,OTA
2026-08-27,BOM,DEL,Akasa Air,4425,796,5221,Economy Saver,76,Airline Portal
2026-08-27,BOM,DEL,SpiceJet,4154,748,4902,Economy Saver,35,Airline Portal
2026-08-27,BLR,HYD,IndiGo,4042,728,4770,Economy Saver,53,Airline Portal
2026-08-27,BLR,HYD,Air India,3882,699,4581,Economy Saver,8,OTA
2026-08-27,BLR,HYD,Akasa Air,3518,633,4151,Economy Saver,67,Airline Portal
2026-08-27,BLR,HYD,SpiceJet,3315,597,3912,Economy,46,Airline Portal
2026-08-27,DEL,MAA,IndiGo,5471,985,6456,Economy,13,Airline Portal
2026-08-27,DEL,MAA,Air India,6038,1087,7125,Economy,59,Airline Portal
2026-08-27,DEL,MAA,Akasa Air,5121,922,6043,Economy Saver,14,Airline Portal
2026-08-27,DEL,MAA,SpiceJet,4750,855,5605,Economy Saver,9,Airline Portal
2026-08-28,DEL,BOM,IndiGo,4430,797,5227,Economy Saver,76,Airline Portal
2026-08-28,DEL,BOM,Air India,5188,934,6122,Economy Saver,57,OTA
2026-08-28,DEL,BOM,Akasa Air,4608,829,5437,Economy Saver,45,Airline Portal
2026-08-28,DEL,BOM,SpiceJet,4229,761,4990,Economy,13,Airline Portal
2026-08-28,DEL,BLR,IndiGo,5300,954,6254,Economy Saver,69,Airline Portal
2026-08-28,DEL,BLR,Air India,5755,1036,6791,Economy Saver,16,OTA
2026-08-28,DEL,BLR,Akasa Air,5308,955,6263,Economy Saver,55,Airline Portal
2026-08-28,DEL,BLR,SpiceJet,4954,892,5846,Economy,22,OTA
2026-08-28,DEL,HYD,IndiGo,4762,857,5619,Economy Saver,23,OTA
2026-08-28,DEL,HYD,Air India,5075,914,5989,Economy Saver,6,Airline Portal
2026-08-28,DEL,HYD,Akasa Air,3710,668,4378,Economy Saver,73,Airline Portal
2026-08-28,DEL,HYD,SpiceJet,4039,727,4766,Economy Saver,32,OTA
2026-08-28,DEL,CCU,IndiGo,5536,996,6532,Economy,25,Airline Portal
2026-08-28,DEL,CCU,Air India,5457,982,6439,Economy Saver,29,Airline Portal
2026-08-28,DEL,CCU,Akasa Air,4827,869,5696,Economy,75,OTA
2026-08-28,DEL,CCU,SpiceJet,4548,819,5367,Economy Saver,13,OTA
2026-08-28,BOM,BLR,IndiGo,3727,671,4398,Economy Saver,47,OTA
2026-08-28,BOM,BLR,Air India,4002,720,4722,Economy,17,OTA
2026-08-28,BOM,BLR,Akasa Air,4010,722,4732,Economy,45,OTA
2026-08-28,BOM,BLR,SpiceJet,3602,648,4250,Economy Saver,79,Airline Portal
2026-08-28,BOM,DEL,IndiGo,4858,874,5732,Economy Saver,59,Airline Portal
2026-08-28,BOM,DEL,Air India,4783,861,5644,Economy,60,OTA
2026-08-28,BOM,DEL,Akasa Air,4721,850,5571,Economy Saver,66,OTA
2026-08-28,BOM,DEL,SpiceJet,4599,828,5427,Economy Saver,67,Airline Portal
2026-08-28,BLR,HYD,IndiGo,3519,633,4152,Economy,40,Airline Portal
2026-08-28,BLR,HYD,Air India,4107,739,4846,Economy Saver,14,Airline Portal
2026-08-28,BLR,HYD,Akasa Air,3968,714,4682,Economy,79,OTA
2026-08-28,BLR,HYD,SpiceJet,3408,613,4021,Economy,75,OTA
2026-08-28,DEL,MAA,IndiGo,5433,978,6411,Economy Saver,24,OTA
2026-08-28,DEL,MAA,Air India,5935,1068,7003,Economy Saver,22,OTA
2026-08-28,DEL,MAA,Akasa Air,4959,893,5852,Economy Saver,51,Airline Portal
2026-08-28,DEL,MAA,SpiceJet,5232,942,6174,Economy,70,Airline Portal
2026-08-29,DEL,BOM,IndiGo,4713,848,5561,Economy,66,OTA
2026-08-29,DEL,BOM,Air India,5094,917,6011,Economy Saver,34,Airline Portal
2026-08-29,DEL,BOM,Akasa Air,4424,796,5220,Economy,31,OTA
2026-08-29,DEL,BOM,SpiceJet,4664,840,5504,Economy Saver,10,Airline Portal
2026-08-29,DEL,BLR,IndiGo,5661,1019,6680,Economy,71,OTA
2026-08-29,DEL,BLR,Air India,5980,1076,7056,Economy,53,OTA
2026-08-29,DEL,BLR,Akasa Air,5187,934,6121,Economy,71,OTA
2026-08-29,DEL,BLR,SpiceJet,5112,920,6032,Economy,71,OTA
2026-08-29,DEL,HYD,IndiGo,4501,810,5311,Economy Saver,67,OTA
2026-08-29,DEL,HYD,Air India,4809,866,5675,Economy,61,Airline Portal
2026-08-29,DEL,HYD,Akasa Air,4065,732,4797,Economy Saver,32,Airline Portal
2026-08-29,DEL,HYD,SpiceJet,3791,682,4473,Economy,34,OTA
2026-08-29,DEL,CCU,IndiGo,5446,980,6426,Economy,66,OTA
2026-08-29,DEL,CCU,Air India,5555,1000,6555,Economy,57,Airline Portal
2026-08-29,DEL,CCU,Akasa Air,4548,819,5367,Economy,22,Airline Portal
2026-08-29,DEL,CCU,SpiceJet,4778,860,5638,Economy,26,OTA
2026-08-29,BOM,BLR,IndiGo,4220,760,4980,Economy Saver,77,Airline Portal
2026-08-29,BOM,BLR,Air India,4631,834,5465,Economy Saver,15,Airline Portal
2026-08-29,BOM,BLR,Akasa Air,3710,668,4378,Economy Saver,26,Airline Portal
2026-08-29,BOM,BLR,SpiceJet,3867,696,4563,Economy,79,Airline Portal
2026-08-29,BOM,DEL,IndiGo,5007,901,5908,Economy Saver,26,OTA
2026-08-29,BOM,DEL,Air India,5677,1022,6699,Economy,34,OTA
2026-08-29,BOM,DEL,Akasa Air,4442,800,5242,Economy,30,OTA
2026-08-29,BOM,DEL,SpiceJet,4787,862,5649,Economy,27,OTA
2026-08-29,BLR,HYD,IndiGo,4048,729,4777,Economy,73,Airline Portal
2026-08-29,BLR,HYD,Air India,3786,681,4467,Economy,74,Airline Portal
2026-08-29,BLR,HYD,Akasa Air,3974,715,4689,Economy Saver,71,OTA
2026-08-29,BLR,HYD,SpiceJet,3102,558,3660,Economy Saver,34,OTA
2026-08-29,DEL,MAA,IndiGo,5558,1000,6558,Economy Saver,80,Airline Portal
2026-08-29,DEL,MAA,Air India,5666,1020,6686,Economy Saver,34,Airline Portal
2026-08-29,DEL,MAA,Akasa Air,5246,944,6190,Economy Saver,37,Airline Portal
2026-08-29,DEL,MAA,SpiceJet,4789,862,5651,Economy,78,Airline Portal
2026-08-30,DEL,BOM,IndiGo,4899,882,5781,Economy,45,OTA
2026-08-30,DEL,BOM,Air India,5059,911,5970,Economy Saver,79,OTA
2026-08-30,DEL,BOM,Akasa Air,4603,829,5432,Economy Saver,77,OTA
2026-08-30,DEL,BOM,SpiceJet,4720,850,5570,Economy Saver,31,OTA
2026-08-30,DEL,BLR,IndiGo,5515,993,6508,Economy Saver,27,OTA
2026-08-30,DEL,BLR,Air India,5921,1066,6987,Economy Saver,44,OTA
2026-08-30,DEL,BLR,Akasa Air,5369,966,6335,Economy,20,Airline Portal
2026-08-30,DEL,BLR,SpiceJet,5079,914,5993,Economy,17,Airline Portal
2026-08-30,DEL,HYD,IndiGo,4601,828,5429,Economy Saver,75,Airline Portal
2026-08-30,DEL,HYD,Air India,4775,860,5635,Economy,16,Airline Portal
2026-08-30,DEL,HYD,Akasa Air,4302,774,5076,Economy Saver,16,Airline Portal
2026-08-30,DEL,HYD,SpiceJet,3868,696,4564,Economy,9,OTA
2026-08-30,DEL,CCU,IndiGo,5410,974,6384,Economy Saver,12,Airline Portal
2026-08-30,DEL,CCU,Air India,5638,1015,6653,Economy,30,OTA
2026-08-30,DEL,CCU,Akasa Air,4875,878,5753,Economy,26,Airline Portal
2026-08-30,DEL,CCU,SpiceJet,4723,850,5573,Economy,25,Airline Portal
2026-08-30,BOM,BLR,IndiGo,4452,801,5253,Economy Saver,50,OTA
2026-08-30,BOM,BLR,Air India,4036,726,4762,Economy,13,Airline Portal
2026-08-30,BOM,BLR,Akasa Air,3940,709,4649,Economy Saver,49,OTA
2026-08-30,BOM,BLR,SpiceJet,3688,664,4352,Economy,63,OTA
2026-08-30,BOM,DEL,IndiGo,4880,878,5758,Economy,57,Airline Portal
2026-08-30,BOM,DEL,Air India,5391,970,6361,Economy Saver,48,Airline Portal
2026-08-30,BOM,DEL,Akasa Air,5195,935,6130,Economy Saver,73,OTA
2026-08-30,BOM,DEL,SpiceJet,4921,886,5807,Economy Saver,77,OTA
2026-08-30,BLR,HYD,IndiGo,4075,734,4809,Economy Saver,63,OTA
2026-08-30,BLR,HYD,Air India,4543,818,5361,Economy,66,Airline Portal
2026-08-30,BLR,HYD,Akasa Air,3369,606,3975,Economy,34,OTA
2026-08-30,BLR,HYD,SpiceJet,3315,597,3912,Economy,38,Airline Portal
2026-08-30,DEL,MAA,IndiGo,5242,944,6186,Economy Saver,14,Airline Portal
2026-08-30,DEL,MAA,Air India,5791,1042,6833,Economy,78,OTA
2026-08-30,DEL,MAA,Akasa Air,5136,924,6060,Economy,68,Airline Portal
2026-08-30,DEL,MAA,SpiceJet,4703,847,5550,Economy Saver,31,Airline Portal
2026-08-31,DEL,BOM,IndiGo,4629,833,5462,Economy Saver,24,Airline Portal
2026-08-31,DEL,BOM,Air India,4855,874,5729,Economy Saver,5,Airline Portal
2026-08-31,DEL,BOM,Akasa Air,4967,894,5861,Economy Saver,68,OTA
2026-08-31,DEL,BOM,SpiceJet,4712,848,5560,Economy Saver,55,Airline Portal
2026-08-31,DEL,BLR,IndiGo,5478,986,6464,Economy,72,OTA
2026-08-31,DEL,BLR,Air India,5921,1066,6987,Economy,69,OTA
2026-08-31,DEL,BLR,Akasa Air,5280,950,6230,Economy,63,Airline Portal
2026-08-31,DEL,BLR,SpiceJet,5159,929,6088,Economy Saver,6,Airline Portal
2026-08-31,DEL,HYD,IndiGo,4550,819,5369,Economy,46,OTA
2026-08-31,DEL,HYD,Air India,4806,865,5671,Economy,75,OTA
2026-08-31,DEL,HYD,Akasa Air,4098,738,4836,Economy Saver,51,Airline Portal
2026-08-31,DEL,HYD,SpiceJet,3973,715,4688,Economy Saver,52,OTA
2026-08-31,DEL,CCU,IndiGo,5334,960,6294,Economy Saver,28,Airline Portal
2026-08-31,DEL,CCU,Air India,6078,1094,7172,Economy,17,OTA
2026-08-31,DEL,CCU,Akasa Air,5221,940,6161,Economy Saver,53,Airline Portal
2026-08-31,DEL,CCU,SpiceJet,4758,856,5614,Economy,65,Airline Portal
2026-08-31,BOM,BLR,IndiGo,3737,673,4410,Economy,71,OTA
2026-08-31,BOM,BLR,Air India,4427,797,5224,Economy Saver,76,Airline Portal
2026-08-31,BOM,BLR,Akasa Air,3846,692,4538,Economy,12,Airline Portal
2026-08-31,BOM,BLR,SpiceJet,3867,696,4563,Economy,62,OTA
2026-08-31,BOM,DEL,IndiGo,4729,851,5580,Economy Saver,49,Airline Portal
2026-08-31,BOM,DEL,Air India,5231,942,6173,Economy,78,Airline Portal
2026-08-31,BOM,DEL,Akasa Air,5016,903,5919,Economy Saver,46,OTA
2026-08-31,BOM,DEL,SpiceJet,4745,854,5599,Economy,53,OTA
2026-08-31,BLR,HYD,IndiGo,3987,718,4705,Economy,26,OTA
2026-08-31,BLR,HYD,Air India,4077,734,4811,Economy Saver,14,Airline Portal
2026-08-31,BLR,HYD,Akasa Air,3247,584,3831,Economy Saver,45,OTA
2026-08-31,BLR,HYD,SpiceJet,3677,662,4339,Economy Saver,39,OTA
2026-08-31,DEL,MAA,IndiGo,5916,1065,6981,Economy Saver,80,OTA
2026-08-31,DEL,MAA,Air India,5687,1024,6711,Economy,21,Airline Portal
2026-08-31,DEL,MAA,Akasa Air,5604,1009,6613,Economy,31,Airline Portal
2026-08-31,DEL,MAA,SpiceJet,4764,858,5622,Economy,65,Airline Portal
